Name,Filter,Object,ExposureMode,UT,Grism
NCti300747.fits,H,A773_Ks 7,mexp 15.0 2, TCS UTC at start ( 4h:33m:19.0s)               ,
NCti300748.fits,H,A773_Ks 8,mexp 15.0 2   1/2, TCS UTC at start ( 4h:33m:31.0s)               ,
NCti300749.fits,H,A773_Ks 8,mexp 15.0 2   2/2, TCS UTC at start ( 4h:33m:59.0s)               ,
NCti300750.fits,H,A773_Ks 8,mexp 15.0 2, TCS UTC at start ( 4h:34m:27.0s)               ,
NCti300751.fits,H,A773_Ks 9,mexp 15.0 2   1/2, TCS UTC at start ( 4h:34m:39.0s)               ,
NCti300752.fits,H,A773_Ks 9,mexp 15.0 2   2/2, TCS UTC at start (  4h:35m:7.0s)               ,
NCti300753.fits,H,A773_Ks 9,mexp 15.0 2, TCS UTC at start ( 4h:35m:33.0s)               ,
NCti300754.fits,H,A773_Ks 1,mexp 15.0 2   1/2, TCS UTC at start ( 4h:35m:45.0s)               ,
NCti300755.fits,H,A773_Ks 1,mexp 15.0 2   2/2, TCS UTC at start ( 4h:36m:12.0s)               ,
NCti300756.fits,H,A773_Ks 1,mexp 15.0 2, TCS UTC at start ( 4h:36m:40.0s)               ,
NCti300757.fits,H,A773_Ks 2,mexp 15.0 2   1/2, TCS UTC at start ( 4h:36m:52.0s)               ,
NCti300758.fits,H,A773_Ks 2,mexp 15.0 2   2/2, TCS UTC at start ( 4h:37m:20.0s)               ,
NCti300759.fits,H,A773_Ks 2,mexp 15.0 2, TCS UTC at start ( 4h:37m:47.0s)               ,
NCti300760.fits,H,A773_Ks 3,mexp 15.0 2   1/2, TCS UTC at start ( 4h:37m:59.0s)               ,
NCti300761.fits,H,A773_Ks 3,mexp 15.0 2   2/2, TCS UTC at start ( 4h:38m:26.0s)               ,
NCti300762.fits,H,A773_Ks 3,mexp 15.0 2, TCS UTC at start ( 4h:38m:53.0s)               ,
NCti300763.fits,H,A773_Ks 4,mexp 15.0 2   1/2, TCS UTC at start (  4h:39m:5.0s)               ,
NCti300764.fits,H,A773_Ks 4,mexp 15.0 2   2/2, TCS UTC at start ( 4h:39m:32.0s)               ,
NCti300765.fits,H,A773_Ks 4,mexp 15.0 2, TCS UTC at start ( 4h:39m:59.0s)               ,
NCti300766.fits,H,A773_Ks 5,mexp 15.0 2   1/2, TCS UTC at start ( 4h:40m:10.0s)               ,
NCti300767.fits,H,A773_Ks 5,mexp 15.0 2   2/2, TCS UTC at start ( 4h:40m:37.0s)               ,
NCti300768.fits,H,A773_Ks 5,mexp 15.0 2, TCS UTC at start (  4h:41m:5.0s)               ,
NCti300769.fits,H,A773_Ks 6,mexp 15.0 2   1/2, TCS UTC at start ( 4h:41m:16.0s)               ,
NCti300770.fits,H,A773_Ks 6,mexp 15.0 2   2/2, TCS UTC at start ( 4h:41m:44.0s)               ,
NCti300771.fits,H,A773_Ks 6,mexp 15.0 2, TCS UTC at start ( 4h:42m:11.0s)               ,
NCti300772.fits,H,A773_Ks 7,mexp 15.0 2   1/2, TCS UTC at start ( 4h:42m:23.0s)               ,
NCti300773.fits,H,A773_Ks 7,mexp 15.0 2   2/2, TCS UTC at start ( 4h:42m:50.0s)               ,
NCti300774.fits,H,A773_Ks 7,mexp 15.0 2, TCS UTC at start ( 4h:43m:18.0s)               ,
NCti300775.fits,H,A773_Ks 8,mexp 15.0 2   1/2, TCS UTC at start ( 4h:43m:28.0s)               ,
NCti300776.fits,H,A773_Ks 8,mexp 15.0 2   2/2, TCS UTC at start ( 4h:43m:57.0s)               ,
NCti300777.fits,H,A773_Ks 8,mexp 15.0 2, TCS UTC at start ( 4h:44m:25.0s)               ,
NCti300778.fits,H,A773_Ks 9,mexp 15.0 2   1/2, TCS UTC at start ( 4h:44m:37.0s)               ,
NCti300779.fits,H,A773_Ks 9,mexp 15.0 2   2/2, TCS UTC at start (  4h:45m:3.0s)               ,
NCti300780.fits,H,A773_Ks 9,mexp 15.0 2, TCS UTC at start ( 4h:45m:30.0s)               ,
NCti300781.fits,H,A773_H 1,mexp 15.0 2   1/2, TCS UTC at start ( 4h:46m:15.0s)               ,
NCti300782.fits,H,A773_H 1,mexp 15.0 2   2/2, TCS UTC at start ( 4h:46m:43.0s)               ,
NCti300783.fits,H,A773_H 1,mexp 15.0 2, TCS UTC at start ( 4h:47m:10.0s)               ,
NCti300784.fits,H,A773_H 2,mexp 15.0 2   1/2, TCS UTC at start ( 4h:47m:22.0s)               ,
NCti300785.fits,H,A773_H 2,mexp 15.0 2   2/2, TCS UTC at start ( 4h:47m:48.0s)               ,
NCti300786.fits,H,A773_H 2,mexp 15.0 2, TCS UTC at start ( 4h:48m:16.0s)               ,
NCti300787.fits,H,A773_H 3,mexp 15.0 2   1/2, TCS UTC at start ( 4h:48m:27.0s)               ,
NCti300788.fits,H,A773_H 3,mexp 15.0 2   2/2, TCS UTC at start ( 4h:48m:55.0s)               ,
NCti300789.fits,H,A773_H 3,mexp 15.0 2, TCS UTC at start ( 4h:49m:23.0s)               ,
NCti300790.fits,H,A773_H 4,mexp 15.0 2   1/2, TCS UTC at start ( 4h:49m:34.0s)               ,
NCti300791.fits,H,A773_H 4,mexp 15.0 2   2/2, TCS UTC at start (  4h:50m:1.0s)               ,
NCti300792.fits,H,A773_H 4,mexp 15.0 2, TCS UTC at start ( 4h:50m:28.0s)               ,
NCti300793.fits,H,A773_H 5,mexp 15.0 2   1/2, TCS UTC at start ( 4h:50m:39.0s)               ,
NCti300794.fits,H,A773_H 5,mexp 15.0 2   2/2, TCS UTC at start (  4h:51m:7.0s)               ,
NCti300795.fits,H,A773_H 5,mexp 15.0 2, TCS UTC at start ( 4h:51m:35.0s)               ,
NCti300796.fits,H,A773_H 6,mexp 15.0 2   1/2, TCS UTC at start ( 4h:51m:46.0s)               ,
NCti300797.fits,H,A773_H 6,mexp 15.0 2   2/2, TCS UTC at start ( 4h:52m:14.0s)               ,
NCti300798.fits,H,A773_H 6,mexp 15.0 2, TCS UTC at start ( 4h:52m:40.0s)               ,
NCti300799.fits,H,A773_H 7,mexp 15.0 2   1/2, TCS UTC at start ( 4h:52m:52.0s)               ,
NCti300800.fits,H,A773_H 7,mexp 15.0 2   2/2, TCS UTC at start ( 4h:53m:19.0s)               ,
NCti300801.fits,H,A773_H 7,mexp 15.0 2, TCS UTC at start ( 4h:53m:47.0s)               ,
NCti300802.fits,H,A773_H 8,mexp 15.0 2   1/2, TCS UTC at start ( 4h:53m:59.0s)               ,
NCti300803.fits,H,A773_H 8,mexp 15.0 2   2/2, TCS UTC at start ( 4h:54m:27.0s)               ,
NCti300804.fits,H,A773_H 8,mexp 15.0 2, TCS UTC at start ( 4h:54m:54.0s)               ,
NCti300805.fits,H,A773_H 9,mexp 15.0 2   1/2, TCS UTC at start (  4h:55m:6.0s)               ,
NCti300806.fits,H,A773_H 9,mexp 15.0 2   2/2, TCS UTC at start ( 4h:55m:33.0s)               ,
NCti300807.fits,H,A773_H 9,mexp 15.0 2, TCS UTC at start (  4h:56m:1.0s)               ,
NCti300808.fits,H,A773_H 1,mexp 15.0 2   1/2, TCS UTC at start ( 4h:56m:38.0s)               ,
NCti300809.fits,H,A773_H 1,mexp 15.0 2   2/2, TCS UTC at start (  4h:57m:5.0s)               ,
NCti300810.fits,H,A773_H 1,mexp 15.0 2, TCS UTC at start ( 4h:57m:32.0s)               ,
NCti300811.fits,H,A773_H 2,mexp 15.0 2   1/2, TCS UTC at start ( 4h:57m:44.0s)               ,
NCti300812.fits,H,A773_H 2,mexp 15.0 2   2/2, TCS UTC at start ( 4h:58m:12.0s)               ,
NCti300813.fits,H,A773_H 2,mexp 15.0 2, TCS UTC at start ( 4h:58m:40.0s)               ,
NCti300814.fits,H,A773_H 3,mexp 15.0 2   1/2, TCS UTC at start ( 4h:58m:52.0s)               ,
NCti300815.fits,H,A773_H 3,mexp 15.0 2   2/2, TCS UTC at start ( 4h:59m:18.0s)               ,
NCti300816.fits,H,A773_H 3,mexp 15.0 2, TCS UTC at start ( 4h:59m:46.0s)               ,
NCti300817.fits,H,A773_H 4,mexp 15.0 2   1/2, TCS UTC at start ( 4h:59m:59.0s)               ,
NCti300818.fits,H,A773_H 4,mexp 15.0 2   2/2, TCS UTC at start (  5h:0m:26.0s)               ,
NCti300819.fits,H,A773_H 4,mexp 15.0 2, TCS UTC at start (  5h:0m:53.0s)               ,
NCti300820.fits,H,A773_H 5,mexp 15.0 2   1/2, TCS UTC at start (   5h:1m:5.0s)               ,
NCti300821.fits,H,A773_H 5,mexp 15.0 2   2/2, TCS UTC at start (  5h:1m:32.0s)               ,
NCti300822.fits,H,A773_H 5,mexp 15.0 2, TCS UTC at start (   5h:2m:0.0s)               ,
NCti300823.fits,H,A773_H 6,mexp 15.0 2   1/2, TCS UTC at start (  5h:2m:10.0s)               ,
NCti300824.fits,H,A773_H 6,mexp 15.0 2   2/2, TCS UTC at start (  5h:2m:38.0s)               ,
NCti300825.fits,H,A773_H 6,mexp 15.0 2, TCS UTC at start (   5h:3m:6.0s)               ,
NCti300826.fits,H,A773_H 7,mexp 15.0 2   1/2, TCS UTC at start (  5h:3m:17.0s)               ,
NCti300827.fits,H,A773_H 7,mexp 15.0 2   2/2, TCS UTC at start (  5h:3m:44.0s)               ,
NCti300828.fits,H,A773_H 7,mexp 15.0 2, TCS UTC at start (  5h:4m:12.0s)               ,
NCti300829.fits,H,A773_H 8,mexp 15.0 2   1/2, TCS UTC at start (  5h:4m:23.0s)               ,
NCti300830.fits,H,A773_H 8,mexp 15.0 2   2/2, TCS UTC at start (  5h:4m:52.0s)               ,
NCti300831.fits,H,A773_H 8,mexp 15.0 2, TCS UTC at start (  5h:5m:19.0s)               ,
NCti300832.fits,H,A773_H 9,mexp 15.0 2   1/2, TCS UTC at start (  5h:5m:31.0s)               ,
NCti300833.fits,H,A773_H 9,mexp 15.0 2   2/2, TCS UTC at start (  5h:5m:58.0s)               ,
NCti300834.fits,H,A773_H 9,mexp 15.0 2, TCS UTC at start (  5h:6m:25.0s)               ,
NCti300835.fits,J,A773_J 1,mexp 15.0 2   1/2, TCS UTC at start (  5h:9m:21.0s)               ,
NCti300836.fits,J,A773_J 1,mexp 15.0 2   2/2, TCS UTC at start (  5h:9m:48.0s)               ,
NCti300837.fits,J,A773_J 1,mexp 15.0 2, TCS UTC at start ( 5h:10m:16.0s)               ,
NCti300838.fits,J,A773_J 2,mexp 15.0 2   1/2, TCS UTC at start ( 5h:10m:27.0s)               ,
NCti300839.fits,J,A773_J 2,mexp 15.0 2   2/2, TCS UTC at start ( 5h:10m:55.0s)               ,
NCti300840.fits,J,A773_J 2,mexp 15.0 2, TCS UTC at start ( 5h:11m:23.0s)               ,
NCti300841.fits,J,A773_J 3,mexp 15.0 2   1/2, TCS UTC at start ( 5h:11m:34.0s)               ,
NCti300842.fits,J,A773_J 3,mexp 15.0 2   2/2, TCS UTC at start (  5h:12m:1.0s)               ,
NCti300843.fits,J,A773_J 3,mexp 15.0 2, TCS UTC at start ( 5h:12m:28.0s)               ,
NCti300844.fits,J,A773_J 4,mexp 15.0 2   1/2, TCS UTC at start ( 5h:12m:39.0s)               ,
NCti300845.fits,J,A773_J 4,mexp 15.0 2   2/2, TCS UTC at start (  5h:13m:7.0s)               ,
NCti300846.fits,J,A773_J 4,mexp 15.0 2, TCS UTC at start ( 5h:13m:35.0s)               ,
NCti300847.fits,J,A773_J 5,mexp 15.0 2   1/2, TCS UTC at start ( 5h:13m:46.0s)               ,
NCti300848.fits,J,A773_J 5,mexp 15.0 2   2/2, TCS UTC at start ( 5h:14m:14.0s)               ,
NCti300849.fits,J,A773_J 5,mexp 15.0 2, TCS UTC at start ( 5h:14m:41.0s)               ,
NCti300850.fits,J,A773_J 6,mexp 15.0 2   1/2, TCS UTC at start ( 5h:14m:53.0s)               ,
NCti300851.fits,J,A773_J 6,mexp 15.0 2   2/2, TCS UTC at start ( 5h:15m:20.0s)               ,
NCti300852.fits,J,A773_J 6,mexp 15.0 2, TCS UTC at start ( 5h:15m:48.0s)               ,
NCti300853.fits,J,A773_J 7,mexp 15.0 2   1/2, TCS UTC at start ( 5h:15m:59.0s)               ,
NCti300854.fits,J,A773_J 7,mexp 15.0 2   2/2, TCS UTC at start ( 5h:16m:26.0s)               ,
NCti300855.fits,J,A773_J 7,mexp 15.0 2, TCS UTC at start ( 5h:16m:53.0s)               ,
NCti300856.fits,J,A773_J 8,mexp 15.0 2   1/2, TCS UTC at start (  5h:17m:5.0s)               ,
NCti300857.fits,J,A773_J 8,mexp 15.0 2   2/2, TCS UTC at start ( 5h:17m:32.0s)               ,
NCti300858.fits,J,A773_J 8,mexp 15.0 2, TCS UTC at start (  5h:18m:0.0s)               ,
NCti300859.fits,J,A773_J 9,mexp 15.0 2   1/2, TCS UTC at start ( 5h:18m:12.0s)               ,
NCti300860.fits,J,A773_J 9,mexp 15.0 2   2/2, TCS UTC at start ( 5h:18m:40.0s)               ,
NCti300861.fits,J,A773_J 9,mexp 15.0 2, TCS UTC at start (  5h:19m:8.0s)               ,
NCti300862.fits,J,A773_J 1,mexp 15.0 2   1/2, TCS UTC at start ( 5h:19m:19.0s)               ,
NCti300863.fits,J,A773_J 1,mexp 15.0 2   2/2, TCS UTC at start ( 5h:19m:46.0s)               ,
NCti300864.fits,J,A773_J 1,mexp 15.0 2, TCS UTC at start ( 5h:20m:14.0s)               ,
NCti300865.fits,J,A773_J 2,mexp 15.0 2   1/2, TCS UTC at start ( 5h:20m:26.0s)               ,
NCti300866.fits,J,A773_J 2,mexp 15.0 2   2/2, TCS UTC at start ( 5h:20m:53.0s)               ,
NCti300867.fits,J,A773_J 2,mexp 15.0 2, TCS UTC at start ( 5h:21m:21.0s)               ,
NCti300868.fits,J,A773_J 3,mexp 15.0 2   1/2, TCS UTC at start ( 5h:21m:31.0s)               ,
NCti300869.fits,J,A773_J 3,mexp 15.0 2   2/2, TCS UTC at start ( 5h:21m:59.0s)               ,
NCti300870.fits,J,A773_J 3,mexp 15.0 2, TCS UTC at start ( 5h:22m:26.0s)               ,
NCti300871.fits,J,A773_J 4,mexp 15.0 2   1/2, TCS UTC at start ( 5h:22m:38.0s)               ,
NCti300872.fits,J,A773_J 4,mexp 15.0 2   2/2, TCS UTC at start (  5h:23m:6.0s)               ,
NCti300873.fits,J,A773_J 4,mexp 15.0 2, TCS UTC at start ( 5h:23m:32.0s)               ,
NCti300874.fits,J,A773_J 5,mexp 15.0 2   1/2, TCS UTC at start ( 5h:23m:44.0s)               ,
NCti300875.fits,J,A773_J 5,mexp 15.0 2   2/2, TCS UTC at start ( 5h:24m:13.0s)               ,
NCti300876.fits,J,A773_J 5,mexp 15.0 2, TCS UTC at start ( 5h:24m:40.0s)               ,
NCti300877.fits,J,A773_J 6,mexp 15.0 2   1/2, TCS UTC at start ( 5h:24m:52.0s)               ,
NCti300878.fits,J,A773_J 6,mexp 15.0 2   2/2, TCS UTC at start ( 5h:25m:19.0s)               ,
NCti300879.fits,J,A773_J 6,mexp 15.0 2, TCS UTC at start ( 5h:25m:46.0s)               ,
NCti300880.fits,J,A773_J 7,mexp 15.0 2   1/2, TCS UTC at start ( 5h:25m:59.0s)               ,
NCti300881.fits,J,A773_J 7,mexp 15.0 2   2/2, TCS UTC at start ( 5h:26m:26.0s)               ,
NCti300882.fits,J,A773_J 7,mexp 15.0 2, TCS UTC at start ( 5h:26m:53.0s)               ,
NCti300883.fits,J,A773_J 8,mexp 15.0 2   1/2, TCS UTC at start (  5h:27m:4.0s)               ,
NCti300884.fits,J,A773_J 8,mexp 15.0 2   2/2, TCS UTC at start ( 5h:27m:31.0s)               ,
NCti300885.fits,J,A773_J 8,mexp 15.0 2, TCS UTC at start ( 5h:27m:59.0s)               ,
NCti300886.fits,J,A773_J 9,mexp 15.0 2   1/2, TCS UTC at start ( 5h:28m:10.0s)               ,
NCti300887.fits,J,A773_J 9,mexp 15.0 2   2/2, TCS UTC at start ( 5h:28m:38.0s)               ,
NCti300888.fits,J,A773_J 9,mexp 15.0 2, TCS UTC at start (  5h:29m:7.0s)               ,
NCti300889.fits,J,A773_J 1,mexp 15.0 2   1/2, TCS UTC at start ( 5h:29m:19.0s)               ,
NCti300890.fits,J,A773_J 1,mexp 15.0 2   2/2, TCS UTC at start ( 5h:29m:46.0s)               ,
NCti300891.fits,J,A773_J 1,mexp 15.0 2, TCS UTC at start ( 5h:30m:13.0s)               ,
NCti300892.fits,J,A773_J 2,mexp 15.0 2   1/2, TCS UTC at start ( 5h:30m:25.0s)               ,
NCti300893.fits,J,A773_J 2,mexp 15.0 2   2/2, TCS UTC at start ( 5h:30m:52.0s)               ,
NCti300894.fits,J,A773_J 2,mexp 15.0 2, TCS UTC at start ( 5h:31m:21.0s)               ,
NCti300895.fits,J,A773_J 3,mexp 15.0 2   1/2, TCS UTC at start ( 5h:31m:33.0s)               ,
NCti300896.fits,J,A773_J 3,mexp 15.0 2   2/2, TCS UTC at start (  5h:32m:1.0s)               ,
NCti300897.fits,J,A773_J 3,mexp 15.0 2, TCS UTC at start ( 5h:32m:29.0s)               ,
NCti300898.fits,J,A773_J 4,mexp 15.0 2   1/2, TCS UTC at start ( 5h:32m:41.0s)               ,
NCti300899.fits,J,A773_J 4,mexp 15.0 2   2/2, TCS UTC at start (  5h:33m:8.0s)               ,
NCti300900.fits,J,A773_J 4,mexp 15.0 2, TCS UTC at start ( 5h:33m:35.0s)               ,
NCti300901.fits,J,A773_J 5,mexp 15.0 2   1/2, TCS UTC at start ( 5h:33m:47.0s)               ,
NCti300902.fits,J,A773_J 5,mexp 15.0 2   2/2, TCS UTC at start ( 5h:34m:14.0s)               ,
NCti300903.fits,J,A773_J 5,mexp 15.0 2, TCS UTC at start ( 5h:34m:42.0s)               ,
NCti300904.fits,J,A773_J 6,mexp 15.0 2   1/2, TCS UTC at start ( 5h:34m:53.0s)               ,
NCti300905.fits,J,A773_J 6,mexp 15.0 2   2/2, TCS UTC at start ( 5h:35m:20.0s)               ,
NCti300906.fits,J,A773_J 6,mexp 15.0 2, TCS UTC at start ( 5h:35m:47.0s)               ,
NCti300907.fits,J,A773_J 7,mexp 15.0 2   1/2, TCS UTC at start ( 5h:35m:58.0s)               ,
NCti300908.fits,J,A773_J 7,mexp 15.0 2   2/2, TCS UTC at start ( 5h:36m:26.0s)               ,
NCti300909.fits,J,A773_J 7,mexp 15.0 2, TCS UTC at start ( 5h:36m:54.0s)               ,
NCti300910.fits,J,A773_J 8,mexp 15.0 2   1/2, TCS UTC at start (  5h:37m:5.0s)               ,
NCti300911.fits,J,A773_J 8,mexp 15.0 2   2/2, TCS UTC at start ( 5h:37m:33.0s)               ,
NCti300912.fits,J,A773_J 8,mexp 15.0 2, TCS UTC at start (  5h:38m:0.0s)               ,
NCti300913.fits,J,A773_J 9,mexp 15.0 2   1/2, TCS UTC at start ( 5h:38m:12.0s)               ,
NCti300914.fits,J,A773_J 9,mexp 15.0 2   2/2, TCS UTC at start ( 5h:38m:39.0s)               ,
NCti300915.fits,J,A773_J 9,mexp 15.0 2, TCS UTC at start (  5h:39m:6.0s)               ,
NCti300916.fits,J,A773_J 1,mexp 15.0 2   1/2, TCS UTC at start ( 5h:39m:18.0s)               ,
NCti300917.fits,J,A773_J 1,mexp 15.0 2   2/2, TCS UTC at start ( 5h:39m:45.0s)               ,
NCti300918.fits,J,A773_J 1,mexp 15.0 2, TCS UTC at start ( 5h:40m:13.0s)               ,
NCti300919.fits,J,A773_J 2,mexp 15.0 2   1/2, TCS UTC at start ( 5h:40m:23.0s)               ,
NCti300920.fits,J,A773_J 2,mexp 15.0 2   2/2, TCS UTC at start ( 5h:40m:51.0s)               ,
NCti300921.fits,J,A773_J 2,mexp 15.0 2, TCS UTC at start ( 5h:41m:19.0s)               ,
NCti300922.fits,J,A773_J 3,mexp 15.0 2   1/2, TCS UTC at start ( 5h:41m:31.0s)               ,
NCti300923.fits,J,A773_J 3,mexp 15.0 2   2/2, TCS UTC at start ( 5h:41m:58.0s)               ,
NCti300924.fits,J,A773_J 3,mexp 15.0 2, TCS UTC at start ( 5h:42m:25.0s)               ,
NCti300925.fits,J,A773_J 4,mexp 15.0 2   1/2, TCS UTC at start ( 5h:42m:36.0s)               ,
NCti300926.fits,J,A773_J 4,mexp 15.0 2   2/2, TCS UTC at start (  5h:43m:4.0s)               ,
NCti300927.fits,J,A773_J 4,mexp 15.0 2, TCS UTC at start ( 5h:43m:31.0s)               ,
NCti300928.fits,J,A773_J 5,mexp 15.0 2   1/2, TCS UTC at start ( 5h:43m:43.0s)               ,
NCti300929.fits,J,A773_J 5,mexp 15.0 2   2/2, TCS UTC at start ( 5h:44m:10.0s)               ,
NCti300930.fits,J,A773_J 5,mexp 15.0 2, TCS UTC at start ( 5h:44m:37.0s)               ,
NCti300931.fits,J,A773_J 6,mexp 15.0 2   1/2, TCS UTC at start ( 5h:44m:48.0s)               ,
NCti300932.fits,J,A773_J 6,mexp 15.0 2   2/2, TCS UTC at start ( 5h:45m:15.0s)               ,
NCti300933.fits,J,A773_J 6,mexp 15.0 2, TCS UTC at start ( 5h:45m:43.0s)               ,
NCti300934.fits,J,A773_J 7,mexp 15.0 2   1/2, TCS UTC at start ( 5h:45m:54.0s)               ,
NCti300935.fits,J,A773_J 7,mexp 15.0 2   2/2, TCS UTC at start ( 5h:46m:22.0s)               ,
NCti300936.fits,J,A773_J 7,mexp 15.0 2, TCS UTC at start ( 5h:46m:49.0s)               ,
NCti300937.fits,J,A773_J 8,mexp 15.0 2   1/2, TCS UTC at start (  5h:47m:1.0s)               ,
NCti300938.fits,J,A773_J 8,mexp 15.0 2   2/2, TCS UTC at start ( 5h:47m:28.0s)               ,
NCti300939.fits,J,A773_J 8,mexp 15.0 2, TCS UTC at start ( 5h:47m:55.0s)               ,
NCti300940.fits,J,A773_J 9,mexp 15.0 2   1/2, TCS UTC at start (  5h:48m:6.0s)               ,
NCti300941.fits,J,A773_J 9,mexp 15.0 2   2/2, TCS UTC at start ( 5h:48m:34.0s)               ,
NCti300942.fits,J,A773_J 9,mexp 15.0 2, TCS UTC at start (  5h:49m:2.0s)               ,
NCti300943.fits,J,A773_J 1,mexp 15.0 2   1/2, TCS UTC at start ( 5h:49m:13.0s)               ,
NCti300944.fits,J,A773_J 1,mexp 15.0 2   2/2, TCS UTC at start ( 5h:49m:41.0s)               ,
NCti300945.fits,J,A773_J 1,mexp 15.0 2, TCS UTC at start (  5h:50m:8.0s)               ,
NCti300946.fits,J,A773_J 2,mexp 15.0 2   1/2, TCS UTC at start ( 5h:50m:20.0s)               ,
NCti300947.fits,J,A773_J 2,mexp 15.0 2   2/2, TCS UTC at start ( 5h:50m:47.0s)               ,
NCti300948.fits,J,A773_J 2,mexp 15.0 2, TCS UTC at start ( 5h:51m:15.0s)               ,
NCti300949.fits,J,A773_J 3,mexp 15.0 2   1/2, TCS UTC at start ( 5h:51m:27.0s)               ,
NCti300950.fits,J,A773_J 3,mexp 15.0 2   2/2, TCS UTC at start ( 5h:51m:54.0s)               ,
NCti300951.fits,J,A773_J 3,mexp 15.0 2, TCS UTC at start ( 5h:52m:21.0s)               ,
NCti300952.fits,J,A773_J 4,mexp 15.0 2   1/2, TCS UTC at start ( 5h:52m:33.0s)               ,
NCti300953.fits,J,A773_J 4,mexp 15.0 2   2/2, TCS UTC at start (  5h:53m:1.0s)               ,
NCti300954.fits,J,A773_J 4,mexp 15.0 2, TCS UTC at start ( 5h:53m:29.0s)               ,
NCti300955.fits,J,A773_J 5,mexp 15.0 2   1/2, TCS UTC at start ( 5h:53m:39.0s)               ,
NCti300956.fits,J,A773_J 5,mexp 15.0 2   2/2, TCS UTC at start (  5h:54m:7.0s)               ,
NCti300957.fits,J,A773_J 5,mexp 15.0 2, TCS UTC at start ( 5h:54m:34.0s)               ,
NCti300958.fits,J,A773_J 6,mexp 15.0 2   1/2, TCS UTC at start ( 5h:54m:45.0s)               ,
NCti300959.fits,J,A773_J 6,mexp 15.0 2   2/2, TCS UTC at start ( 5h:55m:13.0s)               ,
NCti300960.fits,J,A773_J 6,mexp 15.0 2, TCS UTC at start ( 5h:55m:41.0s)               ,
NCti300961.fits,J,A773_J 7,mexp 15.0 2   1/2, TCS UTC at start ( 5h:55m:52.0s)               ,
NCti300962.fits,J,A773_J 7,mexp 15.0 2   2/2, TCS UTC at start ( 5h:56m:19.0s)               ,
NCti300963.fits,J,A773_J 7,mexp 15.0 2, TCS UTC at start ( 5h:56m:47.0s)               ,
NCti300964.fits,J,A773_J 8,mexp 15.0 2   1/2, TCS UTC at start ( 5h:56m:59.0s)               ,
NCti300965.fits,J,A773_J 8,mexp 15.0 2   2/2, TCS UTC at start ( 5h:57m:26.0s)               ,
NCti300966.fits,J,A773_J 8,mexp 15.0 2, TCS UTC at start ( 5h:57m:53.0s)               ,
NCti300967.fits,J,A773_J 9,mexp 15.0 2   1/2, TCS UTC at start (  5h:58m:5.0s)               ,
NCti300968.fits,J,A773_J 9,mexp 15.0 2   2/2, TCS UTC at start ( 5h:58m:31.0s)               ,
NCti300969.fits,J,A773_J 9,mexp 15.0 2, TCS UTC at start (  5h:59m:0.0s)               ,
NCti300970.fits,Ks,A773_Ks 1,mexp 15.0 2   1/2, TCS UTC at start (  6h:0m:35.0s)               ,
NCti300971.fits,Ks,A773_Ks 1,mexp 15.0 2   2/2, TCS UTC at start (   6h:1m:3.0s)               ,
NCti300972.fits,Ks,A773_Ks 1,mexp 15.0 2, TCS UTC at start (  6h:1m:30.0s)               ,
NCti300973.fits,Ks,A773_Ks 2,mexp 15.0 2   1/2, TCS UTC at start (  6h:1m:41.0s)               ,
NCti300974.fits,Ks,A773_Ks 2,mexp 15.0 2   2/2, TCS UTC at start (   6h:2m:9.0s)               ,
NCti300975.fits,Ks,A773_Ks 2,mexp 15.0 2, TCS UTC at start (  6h:2m:37.0s)               ,
NCti300976.fits,Ks,A773_Ks 3,mexp 15.0 2   1/2, TCS UTC at start (  6h:2m:48.0s)               ,
NCti300977.fits,Ks,A773_Ks 3,mexp 15.0 2   2/2, TCS UTC at start (  6h:3m:16.0s)               ,
NCti300978.fits,Ks,A773_Ks 3,mexp 15.0 2, TCS UTC at start (  6h:3m:43.0s)               ,
NCti300979.fits,Ks,A773_Ks 4,mexp 15.0 2   1/2, TCS UTC at start (  6h:3m:55.0s)               ,
NCti300980.fits,Ks,A773_Ks 4,mexp 15.0 2   2/2, TCS UTC at start (  6h:4m:22.0s)               ,
NCti300981.fits,Ks,A773_Ks 4,mexp 15.0 2, TCS UTC at start (  6h:4m:49.0s)               ,
NCti300982.fits,Ks,A773_Ks 5,mexp 15.0 2   1/2, TCS UTC at start (   6h:5m:2.0s)               ,
NCti300983.fits,Ks,A773_Ks 5,mexp 15.0 2   2/2, TCS UTC at start (  6h:5m:29.0s)               ,
NCti300984.fits,Ks,A773_Ks 5,mexp 15.0 2, TCS UTC at start (  6h:5m:56.0s)               ,
NCti300985.fits,Ks,A773_Ks 6,mexp 15.0 2   1/2, TCS UTC at start (   6h:6m:7.0s)               ,
NCti300986.fits,Ks,A773_Ks 6,mexp 15.0 2   2/2, TCS UTC at start (  6h:6m:35.0s)               ,
NCti300987.fits,Ks,A773_Ks 6,mexp 15.0 2, TCS UTC at start (   6h:7m:2.0s)               ,
NCti300988.fits,Ks,A773_Ks 7,mexp 15.0 2   1/2, TCS UTC at start (  6h:7m:14.0s)               ,
NCti300989.fits,Ks,A773_Ks 7,mexp 15.0 2   2/2, TCS UTC at start (  6h:7m:41.0s)               ,
NCti300990.fits,Ks,A773_Ks 7,mexp 15.0 2, TCS UTC at start (   6h:8m:9.0s)               ,
NCti300991.fits,Ks,A773_Ks 8,mexp 15.0 2   1/2, TCS UTC at start (  6h:8m:21.0s)               ,
